week_start,property_id,property_name,market,asset_stage,housing_type,units,occupancy,available_units,notices,traffic,tours,applications,signed_leases,renewals,asking_rent,effective_rent,concession_pct,avg_days_vacant,exposure_next_60,budget_noi,actual_noi
2026-04-05,MF010,Lantana Square,San Antonio,Stabilized,Senior,276,0.9352,18,7,123,43,16,7,4,1597.0,1594.0,0.0015,14.3,43,275774.0,254982.0
2026-04-12,MF010,Lantana Square,San Antonio,Stabilized,Senior,276,0.9496,14,4,91,36,14,8,2,1623.0,1622.0,0.0006,12.7,29,275774.0,263394.0
2026-04-19,MF010,Lantana Square,San Antonio,Stabilized,Senior,276,0.9337,18,4,91,35,14,9,2,1613.0,1592.0,0.0127,19.4,39,275774.0,254252.0
2026-01-04,MF011,Mesa Verde,Austin,Stabilized,Market-rate,318,0.9413,19,6,140,71,18,11,4,1690.0,1687.0,0.0018,14.9,34,338527.0,312621.0
2026-01-11,MF011,Mesa Verde,Austin,Stabilized,Market-rate,318,0.9692,10,8,84,34,14,7,3,1691.0,1677.0,0.0084,10.7,45,338527.0,319838.0
2026-01-18,MF011,Mesa Verde,Austin,Stabilized,Market-rate,318,0.9676,10,7,74,28,7,4,4,1695.0,1694.0,0.0005,11.9,40,338527.0,323444.0
2026-01-25,MF011,Mesa Verde,Austin,Stabilized,Market-rate,318,0.9505,16,4,88,43,16,7,3,1695.0,1693.0,0.001,13.3,32,338527.0,317048.0
2026-02-01,MF011,Mesa Verde,Austin,Stabilized,Market-rate,318,0.9572,14,6,89,37,15,7,2,1703.0,1684.0,0.0112,12.3,46,338527.0,316846.0
2026-02-08,MF011,Mesa Verde,Austin,Stabilized,Market-rate,318,0.9729,9,4,77,32,9,6,3,1699.0,1699.0,0,13.8,28,338527.0,325446.0
2026-02-15,MF011,Mesa Verde,Austin,Stabilized,Market-rate,318,0.9502,16,5,74,37,9,6,2,1700.0,1692.0,0.0048,16.6,26,338527.0,316547.0
2026-02-22,MF011,Mesa Verde,Austin,Stabilized,Market-rate,318,0.9664,11,8,107,51,16,10,4,1714.0,1706.0,0.0048,12.8,35,338527.0,324479.0
2026-03-01,MF011,Mesa Verde,Austin,Stabilized,Market-rate,318,0.9783,7,7,90,46,12,8,3,1715.0,1700.0,0.0089,9.8,50,338527.0,327399.0
2026-03-08,MF011,Mesa Verde,Austin,Stabilized,Market-rate,318,0.9714,9,5,86,40,17,8,3,1722.0,1713.0,0.0052,14.2,35,338527.0,327944.0
2026-03-15,MF011,Mesa Verde,Austin,Stabilized,Market-rate,318,0.942,18,5,90,30,12,6,2,1719.0,1699.0,0.0115,19.5,29,338527.0,315523.0
2026-03-22,MF011,Mesa Verde,Austin,Stabilized,Market-rate,318,0.967,10,9,89,36,10,5,4,1704.0,1687.0,0.0101,16.7,60,338527.0,321679.0
2026-03-29,MF011,Mesa Verde,Austin,Stabilized,Market-rate,318,0.9612,12,5,72,28,10,5,3,1733.0,1714.0,0.0105,14.3,53,338527.0,324796.0
2026-04-05,MF011,Mesa Verde,Austin,Stabilized,Market-rate,318,0.9375,20,7,121,57,17,12,3,1734.0,1731.0,0.0018,16.5,50,338527.0,319666.0
2026-04-12,MF011,Mesa Verde,Austin,Stabilized,Market-rate,318,0.9352,21,4,80,38,16,11,2,1717.0,1704.0,0.0075,12.2,37,338527.0,313442.0
2026-04-19,MF011,Mesa Verde,Austin,Stabilized,Market-rate,318,0.9529,15,5,103,35,10,6,3,1726.0,1708.0,0.0105,12.2,41,338527.0,320392.0
2026-01-04,MF012,The Alamo Lofts,Austin,Turnaround,Market-rate,184,0.8765,23,3,87,40,15,10,1,2003.0,1955.0,0.0239,12.8,25,232216.0,194481.0
2026-01-11,MF012,The Alamo Lofts,Austin,Turnaround,Market-rate,184,0.8978,19,4,69,25,8,4,3,2005.0,1957.0,0.0243,17.6,23,232216.0,199434.0
2026-01-18,MF012,The Alamo Lofts,Austin,Turnaround,Market-rate,184,0.8928,20,3,94,36,9,6,2,2006.0,1958.0,0.024,17.6,28,232216.0,198342.0
2026-01-25,MF012,The Alamo Lofts,Austin,Turnaround,Market-rate,184,0.8982,19,5,117,49,13,9,3,2011.0,1950.0,0.0303,17.7,30,232216.0,198625.0
2026-02-01,MF012,The Alamo Lofts,Austin,Turnaround,Market-rate,184,0.9156,16,5,74,38,12,9,3,2019.0,1975.0,0.0214,18.1,28,232216.0,205123.0
2026-02-08,MF012,The Alamo Lofts,Austin,Turnaround,Market-rate,184,0.8981,19,5,123,53,17,10,2,2018.0,1960.0,0.0286,18.8,33,232216.0,199706.0
2026-02-15,MF012,The Alamo Lofts,Austin,Turnaround,Market-rate,184,0.8968,19,3,107,36,11,5,2,2023.0,1983.0,0.0201,20.8,18,232216.0,202239.0
2026-02-22,MF012,The Alamo Lofts,Austin,Turnaround,Market-rate,184,0.9111,16,3,83,38,10,7,1,2033.0,1985.0,0.0239,18.8,19,232216.0,206019.0
2026-03-01,MF012,The Alamo Lofts,Austin,Turnaround,Market-rate,184,0.9073,17,4,126,54,15,8,2,2015.0,1956.0,0.0291,18.6,16,232216.0,201693.0
2026-03-08,MF012,The Alamo Lofts,Austin,Turnaround,Market-rate,184,0.912,16,4,96,41,15,7,2,2024.0,1972.0,0.0257,13.2,30,232216.0,204606.0
2026-03-15,MF012,The Alamo Lofts,Austin,Turnaround,Market-rate,184,0.9015,18,3,81,36,15,10,2,2036.0,1990.0,0.0225,14.4,17,232216.0,204184.0
2026-03-22,MF012,The Alamo Lofts,Austin,Turnaround,Market-rate,184,0.8956,19,2,102,40,17,11,1,2028.0,1980.0,0.0239,13.3,20,232216.0,201831.0
2026-03-29,MF012,The Alamo Lofts,Austin,Turnaround,Market-rate,184,0.8947,19,5,102,45,14,7,2,2056.0,1999.0,0.0275,19.3,26,232216.0,203688.0
2026-04-05,MF012,The Alamo Lofts,Austin,Turnaround,Market-rate,184,0.8999,18,5,118,54,20,13,3,2060.0,2014.0,0.0225,13.7,21,232216.0,206600.0
2026-04-12,MF012,The Alamo Lofts,Austin,Turnaround,Market-rate,184,0.872,24,4,154,70,24,16,3,2059.0,2011.0,0.0235,11.4,18,232216.0,198738.0
2026-04-19,MF012,The Alamo Lofts,Austin,Turnaround,Market-rate,184,0.8726,23,2,117,45,18,10,1,2033.0,1969.0,0.0315,16.2,25,232216.0,195618.0
2026-01-04,MF013,Mariposa Commons,Irving,Stabilized,Affordable,276,0.9466,15,5,84,30,9,5,3,2051.0,2039.0,0.0056,14.5,41,356607.0,329751.0
2026-01-11,MF013,Mariposa Commons,Irving,Stabilized,Affordable,276,0.9362,18,5,99,47,16,10,2,2054.0,2037.0,0.0085,14.4,42,356607.0,325398.0
2026-01-18,MF013,Mariposa Commons,Irving,Stabilized,Affordable,276,0.9503,14,7,80,36,11,7,3,2054.0,2045.0,0.0045,15.6,37,356607.0,331926.0
2026-01-25,MF013,Mariposa Commons,Irving,Stabilized,Affordable,276,0.9531,13,7,93,47,15,8,5,2064.0,2054.0,0.0045,11.9,39,356607.0,334757.0
2026-02-01,MF013,Mariposa Commons,Irving,Stabilized,Affordable,276,0.966,9,3,68,29,8,6,2,2064.0,2064.0,0,15.9,27,356607.0,341691.0
2026-02-08,MF013,Mariposa Commons,Irving,Stabilized,Affordable,276,0.9663,9,5,78,30,11,5,3,2058.0,2043.0,0.0074,11.3,23,356607.0,337804.0
2026-02-15,MF013,Mariposa Commons,Irving,Stabilized,Affordable,276,0.9513,13,6,57,24,7,5,3,2057.0,2041.0,0.0079,18.7,45,356607.0,332431.0
2026-02-22,MF013,Mariposa Commons,Irving,Stabilized,Affordable,276,0.9473,15,4,96,37,12,6,2,2059.0,2052.0,0.0036,18.4,30,356607.0,331837.0
2026-03-01,MF013,Mariposa Commons,Irving,Stabilized,Affordable,276,0.9665,9,4,62,28,11,5,2,2064.0,2057.0,0.0036,18.4,26,356607.0,340329.0
2026-03-08,MF013,Mariposa Commons,Irving,Stabilized,Affordable,276,0.945,15,6,88,32,10,6,4,2081.0,2076.0,0.0024,14.2,29,356607.0,335884.0
2026-03-15,MF013,Mariposa Commons,Irving,Stabilized,Affordable,276,0.9719,8,4,46,17,5,3,2,2088.0,2077.0,0.0053,15.9,42,356607.0,344846.0
2026-03-22,MF013,Mariposa Commons,Irving,Stabilized,Affordable,276,0.9598,11,4,77,31,12,7,3,2064.0,2050.0,0.0069,11.6,41,356607.0,336489.0
2026-03-29,MF013,Mariposa Commons,Irving,Stabilized,Affordable,276,0.9678,9,4,67,27,8,5,2,2082.0,2063.0,0.0089,14.3,24,356607.0,341154.0
2026-04-05,MF013,Mariposa Commons,Irving,Stabilized,Affordable,276,0.9295,19,4,112,43,15,8,2,2107.0,2095.0,0.0057,12.4,26,356607.0,333598.0
2026-04-12,MF013,Mariposa Commons,Irving,Stabilized,Affordable,276,0.9518,13,4,80,32,13,9,2,2091.0,2074.0,0.0082,10.8,23,356607.0,337738.0
2026-04-19,MF013,Mariposa Commons,Irving,Stabilized,Affordable,276,0.9292,20,7,98,47,18,9,4,2115.0,2091.0,0.0114,15.9,44,356607.0,331289.0
2026-01-04,MF014,Silverleaf,Dallas Fort Worth,Stabilized,Senior,364,0.9594,15,8,85,43,17,12,5,1826.0,1810.0,0.009,10.7,54,418803.0,391124.0
2026-01-11,MF014,Silverleaf,Dallas Fort Worth,Stabilized,Senior,364,0.9609,14,6,72,28,11,5,3,1830.0,1820.0,0.0053,18.4,43,418803.0,394719.0
2026-01-18,MF014,Silverleaf,Dallas Fort Worth,Stabilized,Senior,364,0.9644,13,8,78,36,15,7,4,1832.0,1818.0,0.0074,16.6,51,418803.0,395342.0
2026-01-25,MF014,Silverleaf,Dallas Fort Worth,Stabilized,Senior,364,0.9602,14,9,61,21,7,3,4,1832.0,1816.0,0.0086,20.1,50,418803.0,393554.0
2026-02-01,MF014,Silverleaf,Dallas Fort Worth,Stabilized,Senior,364,0.9555,16,7,99,43,12,7,3,1836.0,1820.0,0.0091,16.9,45,418803.0,392115.0
2026-02-08,MF014,Silverleaf,Dallas Fort Worth,Stabilized,Senior,364,0.9784,8,5,56,28,11,6,2,1841.0,1829.0,0.0064,13.0,46,418803.0,403321.0
2026-02-15,MF014,Silverleaf,Dallas Fort Worth,Stabilized,Senior,364,0.9794,7,5,75,26,7,4,2,1835.0,1820.0,0.008,10.5,44,418803.0,402432.0
2026-02-22,MF014,Silverleaf,Dallas Fort Worth,Stabilized,Senior,364,0.9662,12,9,79,34,9,6,5,1853.0,1844.0,0.005,16.6,43,418803.0,402202.0
2026-03-01,MF014,Silverleaf,Dallas Fort Worth,Stabilized,Senior,364,0.9545,17,6,115,48,17,11,3,1836.0,1830.0,0.0037,12.5,52,418803.0,393416.0
2026-03-08,MF014,Silverleaf,Dallas Fort Worth,Stabilized,Senior,364,0.9696,11,5,73,24,8,5,3,1849.0,1841.0,0.0044,13.3,43,418803.0,402607.0
2026-03-15,MF014,Silverleaf,Dallas Fort Worth,Stabilized,Senior,364,0.9579,15,8,78,29,11,7,4,1861.0,1843.0,0.0099,16.8,51,418803.0,398195.0
2026-03-22,MF014,Silverleaf,Dallas Fort Worth,Stabilized,Senior,364,0.9374,23,5,82,28,11,8,3,1852.0,1841.0,0.0056,14.9,35,418803.0,388982.0
2026-03-29,MF014,Silverleaf,Dallas Fort Worth,Stabilized,Senior,364,0.9345,24,9,105,40,15,9,4,1872.0,1861.0,0.0056,18.5,33,418803.0,392071.0
2026-04-05,MF014,Silverleaf,Dallas Fort Worth,Stabilized,Senior,364,0.9401,22,8,110,56,23,14,5,1839.0,1818.0,0.0111,11.6,38,418803.0,384941.0
2026-04-12,MF014,Silverleaf,Dallas Fort Worth,Stabilized,Senior,364,0.9527,17,9,93,46,13,6,5,1850.0,1848.0,0.0011,16.6,45,418803.0,397528.0
2026-04-19,MF014,Silverleaf,Dallas Fort Worth,Stabilized,Senior,364,0.9251,27,8,95,42,18,10,5,1851.0,1842.0,0.0051,12.3,40,418803.0,384496.0
2026-01-04,MF015,Southtown Station,Houston,Lease-up,Market-rate,364,0.744,93,6,305,115,33,21,3,1813.0,1731.0,0.0449,22.0,53,415665.0,288498.0
2026-01-11,MF015,Southtown Station,Houston,Lease-up,Market-rate,364,0.7573,88,9,392,169,50,34,4,1814.0,1736.0,0.0426,16.9,40,415665.0,294892.0
2026-01-18,MF015,Southtown Station,Houston,Lease-up,Market-rate,364,0.7593,88,10,327,131,38,25,6,1816.0,1729.0,0.0478,18.0,51,415665.0,293396.0
2026-01-25,MF015,Southtown Station,Houston,Lease-up,Market-rate,364,0.7494,91,7,309,158,58,41,4,1820.0,1734.0,0.0472,14.0,40,415665.0,290962.0
2026-02-01,MF015,Southtown Station,Houston,Lease-up,Market-rate,364,0.7596,87,7,294,152,47,30,4,1826.0,1731.0,0.0522,15.5,43,415665.0,294508.0
2026-02-08,MF015,Southtown Station,Houston,Lease-up,Market-rate,364,0.7678,85,7,404,160,65,38,4,1826.0,1739.0,0.0477,13.4,32,415665.0,298338.0
2026-02-15,MF015,Southtown Station,Houston,Lease-up,Market-rate,364,0.7768,81,5,256,120,40,23,2,1821.0,1728.0,0.051,15.0,30,415665.0,300508.0
2026-02-22,MF015,Southtown Station,Houston,Lease-up,Market-rate,364,0.7542,89,6,270,120,42,19,4,1833.0,1749.0,0.046,16.8,48,415665.0,295727.0
2026-03-01,MF015,Southtown Station,Houston,Lease-up,Market-rate,364,0.7812,80,9,238,91,35,19,5,1834.0,1755.0,0.0435,18.1,36,415665.0,306639.0
2026-03-08,MF015,Southtown Station,Houston,Lease-up,Market-rate,364,0.7559,89,7,336,161,55,26,4,1824.0,1734.0,0.0497,20.9,59,415665.0,292946.0
2026-03-15,MF015,Southtown Station,Houston,Lease-up,Market-rate,364,0.7708,83,6,382,154,55,36,4,1843.0,1765.0,0.0426,13.4,40,415665.0,305138.0
2026-03-22,MF015,Southtown Station,Houston,Lease-up,Market-rate,364,0.7573,88,8,392,138,35,22,5,1833.0,1748.0,0.0467,16.1,49,415665.0,296554.0
2026-03-29,MF015,Southtown Station,Houston,Lease-up,Market-rate,364,0.7734,82,9,296,125,40,24,4,1835.0,1752.0,0.0454,19.8,62,415665.0,303811.0
2026-04-05,MF015,Southtown Station,Houston,Lease-up,Market-rate,364,0.7528,90,6,301,131,49,31,3,1863.0,1783.0,0.0428,14.3,39,415665.0,300635.0
2026-04-12,MF015,Southtown Station,Houston,Lease-up,Market-rate,364,0.7464,92,7,456,196,74,45,5,1861.0,1766.0,0.0508,15.4,40,415665.0,295077.0
2026-04-19,MF015,Southtown Station,Houston,Lease-up,Market-rate,364,0.7616,87,6,229,86,22,11,4,1862.0,1776.0,0.0463,23.3,46,415665.0,302491.0
2026-01-04,MF016,Avion Ridge,Phoenix,Stabilized,Market-rate,318,0.9658,11,6,78,35,10,7,3,1877.0,1870.0,0.0037,11.2,28,375958.0,355703.0
2026-01-11,MF016,Avion Ridge,Phoenix,Stabilized,Market-rate,318,0.9653,11,7,96,42,16,10,5,1879.0,1871.0,0.0044,14.2,27,375958.0,355882.0
2026-01-18,MF016,Avion Ridge,Phoenix,Stabilized,Market-rate,318,0.947,17,5,113,37,15,8,2,1883.0,1864.0,0.01,12.2,47,375958.0,347386.0
2026-01-25,MF016,Avion Ridge,Phoenix,Stabilized,Market-rate,318,0.9656,11,8,62,29,12,6,4,1882.0,1870.0,0.0062,11.6,42,375958.0,355651.0
2026-02-01,MF016,Avion Ridge,Phoenix,Stabilized,Market-rate,318,0.9621,12,4,80,34,15,10,3,1887.0,1866.0,0.0109,17.3,28,375958.0,353519.0
2026-02-08,MF016,Avion Ridge,Phoenix,Stabilized,Market-rate,318,0.9631,12,6,80,29,12,8,3,1892.0,1892.0,0,12.0,40,375958.0,359004.0
2026-02-15,MF016,Avion Ridge,Phoenix,Stabilized,Market-rate,318,0.961,12,7,72,27,10,6,4,1888.0,1885.0,0.0013,11.6,41,375958.0,357588.0
2026-02-22,MF016,Avion Ridge,Phoenix,Stabilized,Market-rate,318,0.9574,14,5,86,42,12,7,3,1902.0,1892.0,0.0056,16.7,42,375958.0,356241.0
2026-03-01,MF016,Avion Ridge,Phoenix,Stabilized,Market-rate,318,0.9448,18,8,100,42,13,7,4,1908.0,1901.0,0.0034,11.6,41,375958.0,353513.0
2026-03-08,MF016,Avion Ridge,Phoenix,Stabilized,Market-rate,318,0.9472,17,8,93,39,15,10,4,1893.0,1879.0,0.0077,11.7,42,375958.0,350242.0
2026-03-15,MF016,Avion Ridge,Phoenix,Stabilized,Market-rate,318,0.9413,19,5,79,30,9,6,2,1900.0,1880.0,0.0109,15.9,44,375958.0,347903.0
2026-03-22,MF016,Avion Ridge,Phoenix,Stabilized,Market-rate,318,0.9598,13,9,71,26,7,3,6,1906.0,1906.0,0,14.2,46,375958.0,360456.0
2026-03-29,MF016,Avion Ridge,Phoenix,Stabilized,Market-rate,318,0.944,18,5,90,32,13,6,3,1921.0,1913.0,0.0042,16.0,48,375958.0,355554.0
2026-04-05,MF016,Avion Ridge,Phoenix,Stabilized,Market-rate,318,0.9359,20,7,114,50,17,11,3,1903.0,1889.0,0.0074,17.4,39,375958.0,348688.0
2026-04-12,MF016,Avion Ridge,Phoenix,Stabilized,Market-rate,318,0.9565,14,6,63,32,13,8,2,1909.0,1903.0,0.003,12.8,28,375958.0,358593.0
2026-04-19,MF016,Avion Ridge,Phoenix,Stabilized,Market-rate,318,0.949,16,6,75,31,9,6,4,1929.0,1914.0,0.0082,13.6,49,375958.0,357888.0
2026-01-04,MF017,Hill Country Villas,San Antonio,Stabilized,Affordable,212,0.9493,11,4,74,29,8,6,2,1746.0,1740.0,0.0033,11.9,22,233196.0,216762.0
2026-01-11,MF017,Hill Country Villas,San Antonio,Stabilized,Affordable,212,0.9643,8,4,64,22,6,4,2,1748.0,1741.0,0.0036,15.1,25,233196.0,220140.0
2026-01-18,MF017,Hill Country Villas,San Antonio,Stabilized,Affordable,212,0.9645,8,4,60,31,9,6,2,1752.0,1749.0,0.0014,13.2,37,233196.0,221206.0
2026-01-25,MF017,Hill Country Villas,San Antonio,Stabilized,Affordable,212,0.9454,12,4,61,21,8,6,2,1752.0,1752.0,0.0004,17.5,27,233196.0,217208.0
2026-02-01,MF017,Hill Country Villas,San Antonio,Stabilized,Affordable,212,0.9674,7,3,52,22,8,4,2,1759.0,1759.0,0,13.3,19,233196.0,223507.0
2026-02-08,MF017,Hill Country Villas,San Antonio,Stabilized,Affordable,212,0.9669,7,4,72,24,8,5,2,1751.0,1738.0,0.0072,14.6,27,233196.0,220730.0
2026-02-15,MF017,Hill Country Villas,San Antonio,Stabilized,Affordable,212,0.9752,5,5,43,19,6,4,3,1759.0,1746.0,0.0074,13.5,36,233196.0,223889.0
2026-02-22,MF017,Hill Country Villas,San Antonio,Stabilized,Affordable,212,0.9459,11,6,67,31,12,6,3,1761.0,1753.0,0.004,11.3,29,233196.0,218400.0
2026-03-01,MF017,Hill Country Villas,San Antonio,Stabilized,Affordable,212,0.9495,11,3,69,29,11,7,1,1758.0,1743.0,0.0085,11.0,31,233196.0,216982.0
2026-03-08,MF017,Hill Country Villas,San Antonio,Stabilized,Affordable,212,0.954,10,5,87,42,11,7,3,1773.0,1756.0,0.0096,10.7,25,233196.0,219680.0
2026-03-15,MF017,Hill Country Villas,San Antonio,Stabilized,Affordable,212,0.9624,8,4,71,31,12,8,2,1775.0,1762.0,0.0075,13.1,23,233196.0,222570.0
2026-03-22,MF017,Hill Country Villas,San Antonio,Stabilized,Affordable,212,0.9576,9,6,74,38,15,8,3,1783.0,1777.0,0.0032,11.6,31,233196.0,223528.0
2026-03-29,MF017,Hill Country Villas,San Antonio,Stabilized,Affordable,212,0.9674,7,3,41,14,4,3,1,1792.0,1789.0,0.0013,14.2,31,233196.0,227380.0
2026-04-05,MF017,Hill Country Villas,San Antonio,Stabilized,Affordable,212,0.9501,11,3,56,21,9,5,1,1769.0,1757.0,0.0067,16.4,18,233196.0,218757.0
2026-04-12,MF017,Hill Country Villas,San Antonio,Stabilized,Affordable,212,0.9513,10,5,61,21,8,4,3,1797.0,1790.0,0.0038,18.0,32,233196.0,224021.0
2026-04-19,MF017,Hill Country Villas,San Antonio,Stabilized,Affordable,212,0.9559,9,5,50,21,6,4,2,1790.0,1788.0,0.0013,16.5,41,233196.0,224971.0
2026-01-04,MF018,Catalina Pointe,San Antonio,Lease-up,Senior,184,0.7451,47,3,146,50,16,8,2,1895.0,1810.0,0.0448,18.9,23,219654.0,152489.0
2026-01-11,MF018,Catalina Pointe,San Antonio,Lease-up,Senior,184,0.7444,47,2,223,113,30,19,1,1897.0,1808.0,0.0471,17.7,13,219654.0,152214.0
2026-01-18,MF018,Catalina Pointe,San Antonio,Lease-up,Senior,184,0.745,47,2,224,90,35,24,1,1897.0,1793.0,0.0546,19.4,25,219654.0,150811.0
2026-01-25,MF018,Catalina Pointe,San Antonio,Lease-up,Senior,184,0.7443,47,3,189,81,24,14,2,1899.0,1801.0,0.0517,14.3,24,219654.0,151526.0
2026-02-01,MF018,Catalina Pointe,San Antonio,Lease-up,Senior,184,0.7689,43,2,181,73,22,15,1,1910.0,1830.0,0.0418,20.6,20,219654.0,158800.0
2026-02-08,MF018,Catalina Pointe,San Antonio,Lease-up,Senior,184,0.7804,40,4,139,58,24,11,2,1908.0,1823.0,0.0448,17.6,19,219654.0,161473.0
2026-02-15,MF018,Catalina Pointe,San Antonio,Lease-up,Senior,184,0.769,42,5,207,103,41,19,3,1906.0,1823.0,0.0434,19.2,25,219654.0,159305.0
2026-02-22,MF018,Catalina Pointe,San Antonio,Lease-up,Senior,184,0.7603,44,3,163,82,25,15,1,1905.0,1812.0,0.0487,20.2,26,219654.0,155911.0
2026-03-01,MF018,Catalina Pointe,San Antonio,Lease-up,Senior,184,0.7878,39,3,229,89,31,22,1,1911.0,1814.0,0.0508,17.4,27,219654.0,161610.0
2026-03-08,MF018,Catalina Pointe,San Antonio,Lease-up,Senior,184,0.7847,40,5,158,55,16,10,3,1911.0,1821.0,0.0473,16.3,25,219654.0,161230.0
2026-03-15,MF018,Catalina Pointe,San Antonio,Lease-up,Senior,184,0.7735,42,4,178,75,21,11,2,1929.0,1849.0,0.0414,16.9,25,219654.0,161614.0
2026-03-22,MF018,Catalina Pointe,San Antonio,Lease-up,Senior,184,0.786,39,5,161,67,20,11,2,1931.0,1845.0,0.0449,16.8,30,219654.0,164547.0
2026-03-29,MF018,Catalina Pointe,San Antonio,Lease-up,Senior,184,0.7676,43,4,202,105,36,20,2,1928.0,1836.0,0.0479,17.1,17,219654.0,159105.0
2026-04-05,MF018,Catalina Pointe,San Antonio,Lease-up,Senior,184,0.7622,44,4,134,48,19,11,2,1912.0,1814.0,0.0514,22.6,24,219654.0,155981.0
2026-04-12,MF018,Catalina Pointe,San Antonio,Lease-up,Senior,184,0.7707,42,3,164,76,31,21,2,1914.0,1832.0,0.0428,15.4,20,219654.0,160062.0
2026-04-19,MF018,Catalina Pointe,San Antonio,Lease-up,Senior,184,0.7566,45,3,236,103,38,19,2,1918.0,1820.0,0.051,15.9,21,219654.0,155406.0
